Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,53.13721579726368,53.78114245939691,53.11957355605152,53.66646957397461,18056000,0.0,0.0
2020-01-03 00:00:00-05:00,52.757905985351286,53.54296706289642,52.757905985351286,53.013710021972656,15293900,0.0,0.0
2020-01-06 00:00:00-05:00,52.56385814103691,53.101934755676304,52.33451572024509,52.86376953125,17755200,0.0,0.0
2020-01-07 00:00:00-05:00,52.731443198806296,52.74908543741538,51.94638208772324,51.981666564941406,21876100,0.0,0.0
2020-01-08 00:00:00-05:00,51.94639117725853,52.32569096144104,51.62001811816435,52.01696014404297,23133500,0.0,0.0
2020-01-09 00:00:00-05:00,52.08752147783247,52.49328290885404,51.893463564903556,52.30804443359375,18813300,0.0,0.0
2020-01-10 00:00:00-05:00,52.546212596485375,52.99608133599044,51.928747612507635,51.99049377441406,15200600,0.0,0.0
2020-01-13 00:00:00-05:00,52.19336630992752,52.73144280630416,52.11398128414696,52.563846588134766,16453300,0.0,0.0
2020-01-14 00:00:00-05:00,52.475644769589586,52.69616772844413,52.211014527033484,52.4227180480957,17051200,0.0,0.0
2020-01-15 00:00:00-05:00,52.30804738702624,52.61678156147184,51.82289752994139,51.99049377441406,18498800,0.0,0.0
2020-01-16 00:00:00-05:00,52.27275324815078,52.78436805505132,52.105157034638275,52.62559127807617,21365500,0.0,0.0
2020-01-17 00:00:00-05:00,52.9078696484167,52.925511889502815,52.255123552797684,52.57267379760742,21803400,0.0,0.0
2020-01-21 00:00:00-05:00,52.75790995020079,54.02812088703337,52.74026771101954,53.4106559753418,28358500,0.0,0.0
2020-01-22 00:00:00-05:00,53.84288423467451,55.439468237798536,53.78113807791906,55.3336181640625,29475100,0.0,0.0
2020-01-23 00:00:00-05:00,55.448288282713165,56.19806492883638,55.40418436792586,55.85404968261719,42778700,0.0,0.0
2020-01-24 00:00:00-05:00,58.72085561080024,61.120146577817124,58.62382496655861,60.39683151245117,84711000,0.0,0.0
2020-01-27 00:00:00-05:00,58.853171792163046,59.470633421287,57.865226455737705,57.944618225097656,30764000,0.0,0.0
2020-01-28 00:00:00-05:00,58.65911153311504,59.61177240324745,58.165142221117705,59.37360382080078,30915400,0.0,0.0
2020-01-29 00:00:00-05:00,59.65587455445772,60.035174351969516,58.368021149606044,58.509159088134766,18055800,0.0,0.0
2020-01-30 00:00:00-05:00,57.90051059086522,58.65911014770287,57.27422616228101,58.63264846801758,18522400,0.0,0.0
2020-01-31 00:00:00-05:00,58.04164990123488,58.20042671294582,56.162789841017585,56.39213562011719,25268400,0.0,0.0
2020-02-03 00:00:00-05:00,56.85964819525807,57.37126315856512,56.71851697803789,56.824363708496094,16646600,0.0,0.0
2020-02-04 00:00:00-05:00,58.015179879777854,58.27098733208663,57.2654031291222,57.74173355102539,20970800,0.0,0.0
2020-02-05 00:00:00-05:00,58.82670445860966,59.629404499325005,58.33272847295846,59.40005874633789,23401400,0.0,0.0
2020-02-06 00:00:00-05:00,59.65713908929345,59.74578132716633,59.18732237892564,59.47098159790039,17408000,0.33,0.0
2020-02-07 00:00:00-05:00,59.26710108090791,59.657135016483934,58.51363196597415,58.522491455078125,18134600,0.0,0.0
2020-02-10 00:00:00-05:00,58.114743236550794,58.85935300919198,58.008375242580705,58.850486755371094,22299300,0.0,0.0
2020-02-11 00:00:00-05:00,59.24052321007667,60.020584504219656,59.010047942023135,59.75465774536133,17975600,0.0,0.0
2020-02-12 00:00:00-05:00,59.92306976261524,60.35742149097267,59.66600252171848,59.79896926879883,15586600,0.0,0.0
2020-02-13 00:00:00-05:00,59.38234213706892,59.9673931077347,59.16073315053846,59.78124237060547,11602700,0.0,0.0
2020-02-14 00:00:00-05:00,59.85215556917583,60.153547325038396,59.231653076179306,59.63054656982422,13405500,0.0,0.0
2020-02-18 00:00:00-05:00,59.089826233658385,59.116418231235514,58.39840048180363,58.628875732421875,12758400,0.0,0.0
2020-02-19 00:00:00-05:00,58.85046984904504,59.56848065395633,58.66431915010389,59.488704681396484,13551200,0.0,0.0
2020-02-20 00:00:00-05:00,59.42665986864464,59.648268829925556,57.228295997031765,58.0172233581543,26452600,0.0,0.0
2020-02-21 00:00:00-05:00,57.77788518618273,57.83993542109659,56.76734892446081,57.03327560424805,20775900,0.0,0.0
2020-02-24 00:00:00-05:00,54.61331350625872,55.64157896164464,54.35624629704113,54.74627685546875,26903100,0.0,0.0
2020-02-25 00:00:00-05:00,54.95016250282199,55.20722634190066,52.7074773938001,52.946815490722656,34495700,0.0,0.0
2020-02-26 00:00:00-05:00,53.28364841922801,53.91301693047204,52.5390423245995,52.87588882446289,26190100,0.0,0.0
2020-02-27 00:00:00-05:00,51.35122952541268,51.86536056469032,49.46312020102196,49.489715576171875,42226900,0.0,0.0
2020-02-28 00:00:00-05:00,48.133467197486915,49.977255435285855,47.512961410478255,49.21492004394531,60721700,0.0,0.0
2020-03-02 00:00:00-05:00,49.454253039102035,51.60829225769276,48.32847919132747,51.57283401489258,43140300,0.0,0.0
2020-03-03 00:00:00-05:00,51.43986307326656,52.31743591238239,49.108539594983924,49.613807678222656,49740300,0.0,0.0
2020-03-04 00:00:00-05:00,50.53570272359092,52.04264423762596,49.782233657315494,52.01605224609375,29223100,0.0,0.0
2020-03-05 00:00:00-05:00,50.580032029587684,51.99832807095823,50.18113521123832,50.49138641357422,29099200,0.0,0.0
2020-03-06 00:00:00-05:00,48.913533745153906,49.64927379149279,48.346215304245696,49.43653106689453,36259200,0.0,0.0
2020-03-09 00:00:00-04:00,46.023746220664535,46.72403133107639,44.32179106681144,45.075260162353516,56197000,0.0,0.0
2020-03-10 00:00:00-04:00,46.768347441477154,47.86752923017105,44.70295395713957,47.84980010986328,36569000,0.0,0.0
2020-03-11 00:00:00-04:00,46.44036779434638,47.459770246113315,45.21708552852285,45.793270111083984,38563500,0.0,0.0
2020-03-12 00:00:00-04:00,42.54005848465615,44.401572441361935,40.21759409267074,40.368289947509766,50661700,0.0,0.0
2020-03-13 00:00:00-04:00,42.77939549843081,48.75397501545012,42.31845180126395,48.24870681762695,48805100,0.0,0.0
2020-03-16 00:00:00-04:00,42.114561194437556,46.316268157223334,38.675192902789775,39.54389953613281,53878900,0.0,0.0
2020-03-17 00:00:00-04:00,40.563298456724226,45.76667874704545,40.06689660057324,44.392704010009766,52085200,0.0,0.0
2020-03-18 00:00:00-04:00,41.40541535179904,44.36611105515104,40.06689878341861,42.203208923339844,49309900,0.0,0.0
2020-03-19 00:00:00-04:00,42.40708775995426,43.639232950487155,40.03143960410563,40.72285842895508,44538000,0.0,0.0
2020-03-20 00:00:00-04:00,41.228135748850974,43.807664303310126,40.30624490389726,40.625362396240234,52344000,0.0,0.0
2020-03-23 00:00:00-04:00,40.793780396699205,44.756149939430884,40.69627190696542,43.949493408203125,46698500,0.0,0.0
2020-03-24 00:00:00-04:00,47.1052061667725,48.434860100941016,45.51848499377504,46.44924545288086,50019800,0.0,0.0
2020-03-25 00:00:00-04:00,46.52014667216447,47.681378694988496,44.24200711817266,45.43869400024414,41106100,0.0,0.0
2020-03-26 00:00:00-04:00,45.864187901679095,49.596081655298946,45.793271417470756,49.232643127441406,41459800,0.0,0.0
2020-03-27 00:00:00-04:00,47.35340255612621,48.434855399688914,46.156715484123,46.422645568847656,31633500,0.0,0.0
2020-03-30 00:00:00-04:00,46.97223811993137,49.72905082818724,46.83040851635073,49.18832778930664,31628600,0.0,0.0
2020-03-31 00:00:00-04:00,48.80715545664227,49.463116042798426,47.17611347974965,47.97390365600586,48074700,0.0,0.0
2020-04-01 00:00:00-04:00,46.53788197247491,48.479175260278055,45.589395886602276,45.9882926940918,29586600,0.0,0.0
2020-04-02 00:00:00-04:00,45.46529620529691,48.36394188183995,45.40324596543232,48.17778778076172,27810000,0.0,0.0
2020-04-03 00:00:00-04:00,47.734564698292715,48.869204779412854,46.741757586111184,47.98276901245117,23906100,0.0,0.0
2020-04-06 00:00:00-04:00,50.19886494133577,52.09583718765959,49.74678074791271,51.79444885253906,32323400,0.0,0.0
2020-04-07 00:00:00-04:00,53.13295744872364,54.50693556152496,51.599424012455,51.76784896850586,41410000,0.0,0.0
2020-04-08 00:00:00-04:00,52.29084867339486,52.75179230790207,51.333496398301016,52.281982421875,26719500,0.0,0.0
2020-04-09 00:00:00-04:00,52.61883241850147,52.93794986445621,49.693594799723705,50.650943756103516,40499700,0.0,0.0
2020-04-13 00:00:00-04:00,50.145677404592895,52.095837014692975,50.145677404592895,52.03378677368164,23251900,0.0,0.0
2020-04-14 00:00:00-04:00,53.2216014436916,53.9839367039768,52.75178821265309,53.77119064331055,25674000,0.0,0.0
2020-04-15 00:00:00-04:00,52.95568427299316,53.035463642445094,51.758993731214154,52.18448257446289,22841600,0.0,0.0
2020-04-16 00:00:00-04:00,52.840434401190976,54.03712128398084,52.13128649355683,53.88642883300781,24433500,0.0,0.0
2020-04-17 00:00:00-04:00,54.976759302251246,55.07426780005458,53.03546574397671,53.50527572631836,27385600,0.0,0.0
2020-04-20 00:00:00-04:00,52.547920346248624,53.22161354024317,52.20221087788931,52.45927810668945,26420300,0.0,0.0
2020-04-21 00:00:00-04:00,51.510788831027064,51.945140512720045,49.578358368249184,49.95952606201172,25248000,0.0,0.0
